Date,Team,rank,position,CumPts
2023-09-17,Brentford,10.0,10,6.0
2023-09-18,Brentford,11.0,11,6.0
2023-09-23,Brentford,13.0,13,6.0
2023-09-24,Brentford,13.0,13,6.0
2023-09-30,Brentford,14.0,14,6.0
2023-10-01,Brentford,13.0,13,7.0
2023-10-02,Brentford,14.0,14,7.0
2023-10-03,Brentford,14.0,14,7.0
2023-10-07,Brentford,14.0,14,7.0
2023-10-08,Brentford,15.0,15,7.0
2023-10-21,Brentford,14.0,14,10.0
2023-10-22,Brentford,14.0,14,10.0
2023-10-23,Brentford,14.0,14,10.0
2023-10-27,Brentford,14.0,14,10.0
2023-10-28,Brentford,10.0,10,13.0
2023-10-29,Brentford,10.0,10,13.0
2023-11-04,Brentford,9.0,9,16.0
2023-11-05,Brentford,9.0,9,16.0
2023-11-06,Brentford,9.0,9,16.0
2023-11-11,Brentford,9.0,9,16.0
2023-11-12,Brentford,11.0,11,16.0
2023-11-17,Brentford,11.0,11,16.0
2023-11-25,Brentford,11.0,11,16.0
2023-11-26,Brentford,11.0,11,16.0
2023-11-27,Brentford,11.0,11,16.0
2023-12-02,Brentford,10.0,10,19.0
2023-12-03,Brentford,11.0,11,19.0
2023-12-05,Brentford,11.0,11,19.0
2023-12-06,Brentford,11.0,11,19.0
2023-12-07,Brentford,11.0,11,19.0
2023-12-09,Brentford,11.0,11,19.0
2023-12-10,Brentford,11.0,11,19.0
2023-12-15,Brentford,11.0,11,19.0
2023-12-16,Brentford,12.0,12,19.0
2023-12-17,Brentford,12.0,12,19.0
2023-12-21,Brentford,12.0,12,19.0
2023-12-22,Brentford,12.0,12,19.0
2023-12-23,Brentford,13.0,13,19.0
2023-12-24,Brentford,14.0,14,19.0
2023-12-26,Brentford,14.0,14,19.0
2023-12-27,Brentford,14.0,14,19.0
2023-12-28,Brentford,14.0,14,19.0
2023-12-30,Brentford,16.0,16,19.0
2023-12-31,Brentford,16.0,16,19.0
2024-01-01,Brentford,16.0,16,19.0
2024-01-02,Brentford,16.0,16,19.0
2024-01-12,Brentford,16.0,16,19.0
2024-01-13,Brentford,16.0,16,19.0
2024-01-14,Brentford,16.0,16,19.0
2024-01-20,Brentford,14.0,14,22.0
2024-01-21,Brentford,14.0,14,22.0
2024-01-22,Brentford,14.0,14,22.0
2024-01-30,Brentford,15.0,15,22.0
2024-01-31,Brentford,15.0,15,22.0
2024-02-01,Brentford,15.0,15,22.0
2024-02-03,Brentford,15.0,15,22.0
2024-02-04,Brentford,15.0,15,22.0
2024-02-05,Brentford,15.0,15,22.0
2024-02-10,Brentford,14.0,14,25.0
2024-02-11,Brentford,14.0,14,25.0
2024-02-12,Brentford,14.0,14,25.0
2024-02-17,Brentford,14.0,14,25.0
2024-02-18,Brentford,14.0,14,25.0
2024-02-19,Brentford,14.0,14,25.0
2024-02-20,Brentford,14.0,14,25.0
2024-02-21,Brentford,14.0,14,25.0
2024-02-24,Brentford,15.0,15,25.0
2024-02-25,Brentford,15.0,15,25.0
2024-02-26,Brentford,16.0,16,25.0
2024-03-02,Brentford,15.0,15,26.0
2024-03-03,Brentford,15.0,15,26.0
2024-03-04,Brentford,15.0,15,26.0
2024-03-09,Brentford,15.0,15,26.0
2024-03-10,Brentford,15.0,15,26.0
2024-03-11,Brentford,15.0,15,26.0
2024-03-13,Brentford,15.0,15,26.0
2024-03-16,Brentford,15.0,15,26.0
2024-03-17,Brentford,15.0,15,26.0
2024-03-18,Brentford,15.0,15,26.0
2024-03-30,Brentford,15.0,15,27.0
2024-03-31,Brentford,15.0,15,27.0
2024-04-02,Brentford,15.0,15,27.0
2024-04-03,Brentford,15.0,15,28.0
2024-04-04,Brentford,15.0,15,28.0
2024-04-06,Brentford,16.0,16,29.0
2024-04-07,Brentford,16.0,16,29.0
2024-04-08,Brentford,15.0,15,29.0
2024-04-13,Brentford,14.0,14,32.0
2024-04-14,Brentford,15.0,15,32.0
2024-04-15,Brentford,15.0,15,32.0
2024-04-20,Brentford,14.0,14,35.0
2024-04-21,Brentford,15.0,15,35.0
2024-04-23,Brentford,15.0,15,35.0
2024-04-24,Brentford,15.0,15,35.0
2024-04-25,Brentford,15.0,15,35.0
2024-04-27,Brentford,16.0,16,35.0
2024-04-28,Brentford,16.0,16,35.0
2024-05-02,Brentford,16.0,16,35.0
2024-05-03,Brentford,16.0,16,35.0
2024-05-04,Brentford,16.0,16,36.0
2024-05-05,Brentford,16.0,16,36.0
2024-05-06,Brentford,16.0,16,36.0
2024-05-11,Brentford,16.0,16,39.0
2024-05-12,Brentford,16.0,16,39.0
2024-05-13,Brentford,16.0,16,39.0
