date,player_team,value,rank,player,team
2025-08-16,xavisimons_tottenham,0.0,79.0,Xavi Simons,Tottenham
2025-08-16,yankubaminteh_brighton,0.0,80.0,Yankuba Minteh,Brighton
2025-08-16,yehoryarmoliuk_brentford,0.0,81.0,Yehor Yarmoliuk,Brentford
2025-08-17,mohammedkudus_tottenham,2.0,1.0,Mohammed Kudus,Tottenham
2025-08-17,alexismacallister_liverpool,1.0,2.0,Alexis Mac Allister,Liverpool
2025-08-17,chemsdinetalbi_sunderland,1.0,3.0,Chemsdine Talbi,Sunderland
2025-08-17,davidbrooks_bournemouth,1.0,4.0,David Brooks,Bournemouth
2025-08-17,elliotanderson_notthamforest,1.0,5.0,Elliot Anderson,Nott'ham Forest
2025-08-17,hamedjuniortraore_bournemouth,1.0,6.0,Hamed Junior Traore,Bournemouth
2025-08-17,hugoekitike_liverpool,1.0,7.0,Hugo Ekitike,Liverpool
2025-08-17,morgangibbswhite_notthamforest,1.0,8.0,Morgan Gibbs-White,Nott'ham Forest
2025-08-17,omaralderete_sunderland,1.0,9.0,Omar Alderete,Sunderland
2025-08-17,oscarbobb_manchestercity,1.0,10.0,Oscar Bobb,Manchester City
2025-08-17,papematarsarr_tottenham,1.0,11.0,Pape Matar Sarr,Tottenham
2025-08-17,ricolewis_manchestercity,1.0,12.0,Rico Lewis,Manchester City
2025-08-17,tijjanireijnders_manchestercity,1.0,13.0,Tijjani Reijnders,Manchester City
2025-08-17,wataruendo_liverpool,1.0,14.0,Wataru Endo,Liverpool
2025-08-17,alexiwobi_fulham,0.0,15.0,Alex Iwobi,Fulham
2025-08-17,antoinesemenyo_bournemouth,0.0,16.0,Antoine Semenyo,Bournemouth
2025-08-17,antonstach_leedsunited,0.0,17.0,Anton Stach,Leeds United
2025-08-17,bernardosilva_manchestercity,0.0,18.0,Bernardo Silva,Manchester City
2025-08-17,boubacarkamara_astonvilla,0.0,19.0,Boubacar Kamara,Aston Villa
2025-08-17,brajangruda_brighton,0.0,20.0,Brajan Gruda,Brighton
2025-08-17,codygakpo_liverpool,0.0,21.0,Cody Gakpo,Liverpool
2025-08-17,cristianromero_tottenham,0.0,22.0,Cristian Romero,Tottenham
2025-08-17,crysenciosummerville_westham,0.0,23.0,Crysencio Summerville,West Ham
2025-08-17,danielmunoz_crystalpalace,0.0,24.0,Daniel Munoz,Crystal Palace
2025-08-17,danndoye_notthamforest,0.0,25.0,Dan Ndoye,Nott'ham Forest
2025-08-17,davidmollerwolfe_wolves,0.0,26.0,David Moller Wolfe,Wolves
2025-08-17,declanrice_arsenal,0.0,27.0,Declan Rice,Arsenal
2025-08-17,diogodalot_manchesterutd,0.0,28.0,Diogo Dalot,Manchester Utd
2025-08-17,eberechieze_arsenal,0.0,29.0,Eberechi Eze,Arsenal
2025-08-17,elhadjimalickdiouf_westham,0.0,30.0,El Hadji Malick Diouf,West Ham
2025-08-17,emibuendia_astonvilla,0.0,31.0,Emi Buendia,Aston Villa
2025-08-17,enzofernandez_chelsea,0.0,32.0,Enzo Fernandez,Chelsea
2025-08-17,erlinghaaland_manchestercity,0.0,33.0,Erling Haaland,Manchester City
2025-08-17,estevaowillian_chelsea,0.0,34.0,Estevao Willian,Chelsea
2025-08-17,ferlopez_wolves,0.0,35.0,Fer Lopez,Wolves
2025-08-17,frankonyeka_brentford,0.0,36.0,Frank Onyeka,Brentford
2025-08-17,georginiorutter_brighton,0.0,37.0,Georginio Rutter,Brighton
2025-08-17,granitxhaka_sunderland,0.0,38.0,Granit Xhaka,Sunderland
2025-08-17,harrymaguire_manchesterutd,0.0,39.0,Harry Maguire,Manchester Utd
2025-08-17,ilimanndiaye_everton,0.0,40.0,Iliman Ndiaye,Everton
2025-08-17,jackgrealish_everton,0.0,41.0,Jack Grealish,Everton
2025-08-17,jacobbruunlarsen_burnley,0.0,42.0,Jacob Bruun Larsen,Burnley
2025-08-17,jacobmurphy_newcastleutd,0.0,43.0,Jacob Murphy,Newcastle Utd
2025-08-17,jaidonanthony_burnley,0.0,44.0,Jaidon Anthony,Burnley
2025-08-17,jamesgarner_everton,0.0,45.0,James Garner,Everton
2025-08-17,jeremydoku_manchestercity,0.0,46.0,Jeremy Doku,Manchester City
2025-08-17,joaopedro_chelsea,0.0,47.0,Joao Pedro,Chelsea
2025-08-17,jordanhenderson_brentford,0.0,48.0,Jordan Henderson,Brentford
2025-08-17,joshcullen_burnley,0.0,49.0,Josh Cullen,Burnley
2025-08-17,jurrientimber_arsenal,0.0,50.0,Jurrien Timber,Arsenal
2025-08-17,kaorumitoma_brighton,0.0,51.0,Kaoru Mitoma,Brighton
2025-08-17,kiernandewsburyhall_everton,0.0,52.0,Kiernan Dewsbury-Hall,Everton
2025-08-17,kristofferajer_brentford,0.0,53.0,Kristoffer Ajer,Brentford
2025-08-17,leandrotrossard_arsenal,0.0,54.0,Leandro Trossard,Arsenal
2025-08-17,lucasbergvall_tottenham,0.0,55.0,Lucas Bergvall,Tottenham
2025-08-17,lucasdigne_astonvilla,0.0,56.0,Lucas Digne,Aston Villa
2025-08-17,lylefoster_burnley,0.0,57.0,Lyle Foster,Burnley
2025-08-17,marccucurella_chelsea,0.0,58.0,Marc Cucurella,Chelsea
2025-08-17,marcguehi_crystalpalace,0.0,59.0,Marc Guehi,Crystal Palace
2025-08-17,marcossenesi_bournemouth,0.0,60.0,Marcos Senesi,Bournemouth
2025-08-17,marshallmunetsi_wolves,0.0,61.0,Marshall Munetsi,Wolves
2025-08-17,martinodegaard_arsenal,0.0,62.0,Martin Odegaard,Arsenal
2025-08-17,matswieffer_brighton,0.0,63.0,Mats Wieffer,Brighton
2025-08-17,maxencelacroix_crystalpalace,0.0,64.0,Maxence Lacroix,Crystal Palace
2025-08-17,mohamedsalah_liverpool,0.0,65.0,Mohamed Salah,Liverpool
2025-08-17,morganrogers_astonvilla,0.0,66.0,Morgan Rogers,Aston Villa
2025-08-17,omarmarmoush_manchestercity,0.0,67.0,Omar Marmoush,Manchester City
2025-08-17,patrickdorgu_manchesterutd,0.0,68.0,Patrick Dorgu,Manchester Utd
2025-08-17,quilindschyhartman_burnley,0.0,69.0,Quilindschy Hartman,Burnley
2025-08-17,reecejames_chelsea,0.0,70.0,Reece James,Chelsea
2025-08-17,riccardocalafiori_arsenal,0.0,71.0,Riccardo Calafiori,Arsenal
2025-08-17,richarlison_tottenham,0.0,72.0,Richarlison,Tottenham
2025-08-17,rodrigomuniz_fulham,0.0,73.0,Rodrigo Muniz,Fulham
2025-08-17,ryangravenberch_liverpool,0.0,74.0,Ryan Gravenberch,Liverpool
2025-08-17,sandrotonali_newcastleutd,0.0,75.0,Sandro Tonali,Newcastle Utd
2025-08-17,sasalukic_fulham,0.0,76.0,Sasa Lukic,Fulham
2025-08-17,seanlongstaff_leedsunited,0.0,77.0,Sean Longstaff,Leeds United
2025-08-17,valentinolivramento_newcastleutd,0.0,78.0,Valentino Livramento,Newcastle Utd
2025-08-17,xavisimons_tottenham,0.0,79.0,Xavi Simons,Tottenham
2025-08-17,yankubaminteh_brighton,0.0,80.0,Yankuba Minteh,Brighton
2025-08-17,yehoryarmoliuk_brentford,0.0,81.0,Yehor Yarmoliuk,Brentford
2025-08-22,joaopedro_chelsea,2.0,1.0,Joao Pedro,Chelsea
2025-08-22,mohammedkudus_tottenham,2.0,2.0,Mohammed Kudus,Tottenham
2025-08-22,alexismacallister_liverpool,1.0,3.0,Alexis Mac Allister,Liverpool
2025-08-22,chemsdinetalbi_sunderland,1.0,4.0,Chemsdine Talbi,Sunderland
2025-08-22,davidbrooks_bournemouth,1.0,5.0,David Brooks,Bournemouth
2025-08-22,elhadjimalickdiouf_westham,1.0,6.0,El Hadji Malick Diouf,West Ham
2025-08-22,elliotanderson_notthamforest,1.0,7.0,Elliot Anderson,Nott'ham Forest
2025-08-22,estevaowillian_chelsea,1.0,8.0,Estevao Willian,Chelsea
2025-08-22,hamedjuniortraore_bournemouth,1.0,9.0,Hamed Junior Traore,Bournemouth
2025-08-22,hugoekitike_liverpool,1.0,10.0,Hugo Ekitike,Liverpool
2025-08-22,marccucurella_chelsea,1.0,11.0,Marc Cucurella,Chelsea
2025-08-22,morgangibbswhite_notthamforest,1.0,12.0,Morgan Gibbs-White,Nott'ham Forest
2025-08-22,omaralderete_sunderland,1.0,13.0,Omar Alderete,Sunderland
2025-08-22,oscarbobb_manchestercity,1.0,14.0,Oscar Bobb,Manchester City
2025-08-22,papematarsarr_tottenham,1.0,15.0,Pape Matar Sarr,Tottenham
2025-08-22,ricolewis_manchestercity,1.0,16.0,Rico Lewis,Manchester City
2025-08-22,tijjanireijnders_manchestercity,1.0,17.0,Tijjani Reijnders,Manchester City
2025-08-22,wataruendo_liverpool,1.0,18.0,Wataru Endo,Liverpool
2025-08-22,alexiwobi_fulham,0.0,19.0,Alex Iwobi,Fulham
2025-08-22,antoinesemenyo_bournemouth,0.0,20.0,Antoine Semenyo,Bournemouth
2025-08-22,antonstach_leedsunited,0.0,21.0,Anton Stach,Leeds United
2025-08-22,bernardosilva_manchestercity,0.0,22.0,Bernardo Silva,Manchester City
2025-08-22,boubacarkamara_astonvilla,0.0,23.0,Boubacar Kamara,Aston Villa
2025-08-22,brajangruda_brighton,0.0,24.0,Brajan Gruda,Brighton
2025-08-22,codygakpo_liverpool,0.0,25.0,Cody Gakpo,Liverpool
2025-08-22,cristianromero_tottenham,0.0,26.0,Cristian Romero,Tottenham
2025-08-22,crysenciosummerville_westham,0.0,27.0,Crysencio Summerville,West Ham
2025-08-22,danielmunoz_crystalpalace,0.0,28.0,Daniel Munoz,Crystal Palace
2025-08-22,danndoye_notthamforest,0.0,29.0,Dan Ndoye,Nott'ham Forest
2025-08-22,davidmollerwolfe_wolves,0.0,30.0,David Moller Wolfe,Wolves
2025-08-22,declanrice_arsenal,0.0,31.0,Declan Rice,Arsenal
2025-08-22,diogodalot_manchesterutd,0.0,32.0,Diogo Dalot,Manchester Utd
2025-08-22,eberechieze_arsenal,0.0,33.0,Eberechi Eze,Arsenal
2025-08-22,emibuendia_astonvilla,0.0,34.0,Emi Buendia,Aston Villa
2025-08-22,enzofernandez_chelsea,0.0,35.0,Enzo Fernandez,Chelsea
2025-08-22,erlinghaaland_manchestercity,0.0,36.0,Erling Haaland,Manchester City
2025-08-22,ferlopez_wolves,0.0,37.0,Fer Lopez,Wolves
2025-08-22,frankonyeka_brentford,0.0,38.0,Frank Onyeka,Brentford
2025-08-22,georginiorutter_brighton,0.0,39.0,Georginio Rutter,Brighton
2025-08-22,granitxhaka_sunderland,0.0,40.0,Granit Xhaka,Sunderland
2025-08-22,harrymaguire_manchesterutd,0.0,41.0,Harry Maguire,Manchester Utd
2025-08-22,ilimanndiaye_everton,0.0,42.0,Iliman Ndiaye,Everton
2025-08-22,jackgrealish_everton,0.0,43.0,Jack Grealish,Everton
2025-08-22,jacobbruunlarsen_burnley,0.0,44.0,Jacob Bruun Larsen,Burnley
2025-08-22,jacobmurphy_newcastleutd,0.0,45.0,Jacob Murphy,Newcastle Utd
2025-08-22,jaidonanthony_burnley,0.0,46.0,Jaidon Anthony,Burnley
2025-08-22,jamesgarner_everton,0.0,47.0,James Garner,Everton
2025-08-22,jeremydoku_manchestercity,0.0,48.0,Jeremy Doku,Manchester City
2025-08-22,jordanhenderson_brentford,0.0,49.0,Jordan Henderson,Brentford
2025-08-22,joshcullen_burnley,0.0,50.0,Josh Cullen,Burnley
2025-08-22,jurrientimber_arsenal,0.0,51.0,Jurrien Timber,Arsenal
2025-08-22,kaorumitoma_brighton,0.0,52.0,Kaoru Mitoma,Brighton
2025-08-22,kiernandewsburyhall_everton,0.0,53.0,Kiernan Dewsbury-Hall,Everton
2025-08-22,kristofferajer_brentford,0.0,54.0,Kristoffer Ajer,Brentford
2025-08-22,leandrotrossard_arsenal,0.0,55.0,Leandro Trossard,Arsenal
2025-08-22,lucasbergvall_tottenham,0.0,56.0,Lucas Bergvall,Tottenham
2025-08-22,lucasdigne_astonvilla,0.0,57.0,Lucas Digne,Aston Villa
2025-08-22,lylefoster_burnley,0.0,58.0,Lyle Foster,Burnley
2025-08-22,marcguehi_crystalpalace,0.0,59.0,Marc Guehi,Crystal Palace
2025-08-22,marcossenesi_bournemouth,0.0,60.0,Marcos Senesi,Bournemouth
2025-08-22,marshallmunetsi_wolves,0.0,61.0,Marshall Munetsi,Wolves
2025-08-22,martinodegaard_arsenal,0.0,62.0,Martin Odegaard,Arsenal
2025-08-22,matswieffer_brighton,0.0,63.0,Mats Wieffer,Brighton
2025-08-22,maxencelacroix_crystalpalace,0.0,64.0,Maxence Lacroix,Crystal Palace
2025-08-22,mohamedsalah_liverpool,0.0,65.0,Mohamed Salah,Liverpool
2025-08-22,morganrogers_astonvilla,0.0,66.0,Morgan Rogers,Aston Villa
2025-08-22,omarmarmoush_manchestercity,0.0,67.0,Omar Marmoush,Manchester City
2025-08-22,patrickdorgu_manchesterutd,0.0,68.0,Patrick Dorgu,Manchester Utd
2025-08-22,quilindschyhartman_burnley,0.0,69.0,Quilindschy Hartman,Burnley
2025-08-22,reecejames_chelsea,0.0,70.0,Reece James,Chelsea
2025-08-22,riccardocalafiori_arsenal,0.0,71.0,Riccardo Calafiori,Arsenal
2025-08-22,richarlison_tottenham,0.0,72.0,Richarlison,Tottenham
2025-08-22,rodrigomuniz_fulham,0.0,73.0,Rodrigo Muniz,Fulham
2025-08-22,ryangravenberch_liverpool,0.0,74.0,Ryan Gravenberch,Liverpool
2025-08-22,sandrotonali_newcastleutd,0.0,75.0,Sandro Tonali,Newcastle Utd
2025-08-22,sasalukic_fulham,0.0,76.0,Sasa Lukic,Fulham
2025-08-22,seanlongstaff_leedsunited,0.0,77.0,Sean Longstaff,Leeds United
2025-08-22,valentinolivramento_newcastleutd,0.0,78.0,Valentino Livramento,Newcastle Utd
2025-08-22,xavisimons_tottenham,0.0,79.0,Xavi Simons,Tottenham
2025-08-22,yankubaminteh_brighton,0.0,80.0,Yankuba Minteh,Brighton
2025-08-22,yehoryarmoliuk_brentford,0.0,81.0,Yehor Yarmoliuk,Brentford
2025-08-23,joaopedro_chelsea,2.0,1.0,Joao Pedro,Chelsea
